makespan,score
1513,920.0
1552,640.0
1718,660.0
1671,1040.0
1564,920.0
1551,740.0
1596,720.0
1670,1080.0
1429,500.0
1873,620.0
1911,580.0
1735,680.0
1955,700.0
1488,480.0
1648,940.0
1653,860.0
1731,600.0
1754,860.0
1662,920.0
1717,760.0
1734,960.0
1709,820.0
1469,700.0
1932,600.0
1741,720.0
1546,660.0
1616,560.0
1561,400.0
1598,740.0
1910,820.0
1530,440.0
1407,540.0
1525,580.0
1667,540.0
1451,680.0
1892,840.0
1478,600.0
1702,580.0
1606,840.0
1604,620.0
1740,680.0
1626,920.0
1507,600.0
1392,620.0
1941,1000.0
1314,720.0
1622,580.0
1855,1040.0
1678,780.0
1602,480.0
1773,900.0
1721,480.0
1553,820.0
1743,840.0
1577,780.0
1811,660.0
1263,560.0
1732,560.0
1582,900.0
1734,740.0
1597,580.0
1610,660.0
1508,380.0
1693,780.0
1676,600.0
1536,680.0
1733,520.0
1466,680.0
1574,620.0
2077,660.0
1446,580.0
1674,840.0
1703,580.0
1760,580.0
1570,440.0
1730,720.0
1552,840.0
1552,680.0
1783,700.0
1559,480.0
1482,820.0
1892,760.0
1638,660.0
1609,580.0
1530,560.0
1602,620.0
1791,1000.0
1842,1000.0
1446,640.0
1400,580.0
1465,680.0
1730,620.0
1841,700.0
1694,820.0
1473,600.0
1675,580.0
1743,980.0
1740,700.0
1635,840.0
1744,580.0
1616,520.0
1411,440.0
1842,1020.0
1667,640.0
1393,600.0
1577,560.0
1317,380.0
1443,360.0
1550,580.0
1089,0.0
1525,340.0
1533,460.0
1385,400.0
1481,580.0
1630,520.0
1259,120.0
1559,400.0
1455,480.0
1394,260.0
1514,740.0
1317,100.0
1378,560.0
1291,220.0
1609,800.0
1168,180.0
1509,600.0
1199,260.0
1426,680.0
1446,620.0
1179,100.0
1770,600.0
1063,140.0
1369,520.0
1570,500.0
1660,540.0
1257,280.0
1373,140.0
1763,820.0
1600,540.0
1217,240.0
1123,0.0
1559,400.0
1389,300.0
1346,280.0
1324,340.0
1416,700.0
1799,760.0
1656,600.0
1709,820.0
1446,540.0
1197,20.0
1220,160.0
1773,880.0
1217,240.0
1191,360.0
1378,560.0
1901,900.0
1333,80.0
1660,380.0
1760,680.0
1269,220.0
1179,320.0
1168,180.0
1615,620.0
1193,140.0
1331,360.0
1430,380.0
1478,560.0
1426,680.0
1089,40.0
1457,700.0
1089,0.0
1243,280.0
1541,520.0
1860,800.0
1621,880.0
1581,640.0
1626,920.0
1176,340.0
1472,680.0
1618,660.0
1134,220.0
1213,320.0
1178,360.0
1089,0.0
1207,120.0
1089,0.0
1108,60.0
1569,360.0
1370,700.0
1443,300.0
1183,200.0
1262,180.0
1671,600.0
1222,220.0
1304,40.0
1181,200.0
1089,0.0
1151,180.0
1089,0.0
1081,20.0
1437,340.0
1325,200.0
1517,500.0
1215,60.0
1446,580.0
1263,200.0
1131,60.0
1602,780.0
1374,160.0
1268,540.0
1117,0.0
1289,360.0
1089,80.0
1264,260.0
1095,60.0
1334,420.0
1866,680.0
1283,580.0
1309,560.0
1195,60.0
1154,20.0
1183,200.0
1169,60.0
1339,540.0
1115,20.0
1081,20.0
1324,340.0
1180,20.0
1385,320.0
1157,260.0
1171,380.0
1341,380.0
1337,440.0
1487,300.0
1089,0.0
1115,0.0
1095,60.0
1091,140.0
1333,80.0
1117,120.0
1089,0.0
1176,40.0
1580,460.0
1226,100.0
1102,80.0
1409,960.0
1272,300.0
1524,760.0
1407,240.0
1371,120.0
1644,580.0
1507,320.0
1380,360.0
1224,60.0
1089,0.0
1267,380.0
1076,20.0
1197,20.0
1081,40.0
1286,260.0
1089,0.0
1089,0.0
1438,440.0
1248,280.0
1290,300.0
1304,160.0
1530,520.0
1197,20.0
1089,40.0
1199,260.0
1145,0.0
1309,20.0
1298,340.0
1244,180.0
1440,520.0
1195,60.0
1159,20.0
1169,140.0
1089,0.0
1135,60.0
1089,0.0
1089,0.0
1156,40.0
1324,280.0
1101,20.0
1176,80.0
1089,0.0
1159,0.0
1117,120.0
1127,0.0
1108,80.0
1194,180.0
1145,20.0
1249,200.0
1459,200.0
1076,40.0
1089,40.0
1108,80.0
1151,60.0
1089,0.0
1119,120.0
1233,20.0
1095,60.0
1089,20.0
1105,160.0
1137,120.0
1089,0.0
1330,60.0
1168,60.0
1379,760.0
1089,20.0
1183,60.0
1145,0.0
1194,140.0
1156,120.0
1089,0.0
1089,60.0
1286,0.0
1139,260.0
1317,120.0
1095,40.0
1186,80.0
1108,100.0
1180,20.0
1089,0.0
1115,20.0
1219,60.0
1089,0.0
1191,40.0
1225,120.0
1134,220.0
1234,160.0
1162,180.0
1170,60.0
1333,80.0
1339,60.0
1089,0.0
1120,100.0
1197,20.0
1081,20.0
1385,320.0
1108,20.0
1183,20.0
1130,60.0
1102,40.0
1088,0.0
1273,140.0
1089,0.0
1212,20.0
1146,160.0
1507,320.0
1115,20.0
1172,40.0
1137,120.0
1060,140.0
1415,60.0
1242,340.0
1183,60.0
1089,0.0
1366,360.0
1176,140.0
1156,260.0
1270,220.0
1178,140.0
1113,120.0
1161,20.0
1145,40.0
1137,20.0
1089,0.0
1108,0.0
1263,100.0
1089,0.0
1095,60.0
1127,0.0
1089,0.0
1082,60.0
1081,20.0
1089,80.0
1122,20.0
1089,0.0
1089,60.0
1063,180.0
1385,320.0
1060,140.0
1146,140.0
1085,60.0
1089,0.0
1102,120.0
1313,520.0
1089,0.0
1089,0.0
1089,0.0
1054,120.0
1209,140.0
1089,0.0
1063,180.0
1152,140.0
1074,60.0
1176,20.0
1089,0.0
1075,80.0
1121,60.0
1441,440.0
1081,60.0
1115,20.0
1161,100.0
1390,180.0
1170,20.0
1223,140.0
1123,80.0
1169,300.0
1097,0.0
1255,200.0
1670,740.0
1199,260.0
1437,480.0
1101,100.0
1098,20.0
1089,0.0
1138,140.0
1201,180.0
1237,80.0
1246,200.0
1089,0.0
1063,160.0
1089,0.0
1123,40.0
1152,440.0
1080,100.0
1202,140.0
1115,20.0
1152,140.0
1117,20.0
1110,100.0
1081,20.0
1089,0.0
1129,40.0
1255,200.0
1053,140.0
1089,0.0
1127,0.0
1282,100.0
1339,360.0
1158,0.0
1238,20.0
1092,20.0
1108,120.0
1089,60.0
1151,180.0
1261,60.0
1064,200.0
1130,140.0
1216,140.0
1197,0.0
1178,240.0
1436,280.0
1209,120.0
1249,140.0
