makespan,score
1920,840.0
2243,740.0
2099,900.0
1884,1060.0
2412,720.0
1970,780.0
2436,1140.0
2127,400.0
2166,720.0
1970,760.0
2223,900.0
1869,760.0
2451,480.0
2028,660.0
1982,820.0
2023,480.0
2284,820.0
2493,800.0
1993,460.0
2221,1020.0
2237,920.0
1953,880.0
2134,620.0
1873,640.0
2502,960.0
2432,940.0
1932,820.0
2182,800.0
2006,720.0
2078,680.0
2233,760.0
2163,780.0
2149,900.0
1835,740.0
2267,640.0
2002,740.0
1767,500.0
1887,740.0
2345,620.0
2329,740.0
1976,800.0
2171,940.0
2151,760.0
2376,800.0
1917,720.0
1945,620.0
1833,700.0
1968,620.0
2213,620.0
2085,640.0
2516,860.0
1996,920.0
1988,780.0
2043,820.0
2216,940.0
1891,580.0
1608,260.0
1885,600.0
2048,880.0
2285,940.0
2068,760.0
2152,880.0
2240,660.0
2379,920.0
2114,740.0
2211,780.0
2322,700.0
1914,580.0
2010,840.0
2426,1140.0
1942,600.0
2373,880.0
1809,700.0
2313,780.0
2317,840.0
2541,980.0
2054,480.0
2057,600.0
2006,800.0
1738,420.0
2231,1160.0
2200,1040.0
2211,680.0
2632,780.0
2209,780.0
2074,840.0
2097,1100.0
1810,500.0
2417,680.0
2177,680.0
2154,680.0
2479,920.0
1957,760.0
1946,660.0
1948,980.0
1817,580.0
2001,600.0
2217,1060.0
1972,740.0
2232,1200.0
1915,700.0
1607,500.0
1833,400.0
1865,640.0
1721,320.0
2071,600.0
1932,480.0
1949,900.0
1687,500.0
2135,860.0
2313,760.0
1891,640.0
1792,480.0
1917,600.0
1898,660.0
1714,540.0
1581,100.0
1686,280.0
1710,400.0
1720,540.0
1745,360.0
2255,640.0
2149,620.0
1728,100.0
1855,380.0
1662,360.0
1857,700.0
1919,660.0
1599,420.0
1629,440.0
2053,920.0
1683,380.0
1960,760.0
1965,340.0
1976,800.0
2376,520.0
1976,860.0
1917,720.0
2232,1180.0
2196,800.0
2128,920.0
1993,460.0
1957,500.0
2009,700.0
1612,380.0
2285,740.0
1747,300.0
1878,840.0
1744,360.0
2006,720.0
1861,380.0
2074,800.0
1903,380.0
1962,700.0
2203,680.0
2035,640.0
1643,300.0
1944,980.0
2589,560.0
1744,420.0
1660,260.0
2321,760.0
1946,740.0
1872,400.0
1972,740.0
1984,720.0
1734,580.0
2022,580.0
1644,460.0
1900,680.0
2042,540.0
1873,540.0
1827,80.0
1857,260.0
2410,840.0
1602,160.0
1750,400.0
1555,40.0
1823,360.0
1486,180.0
2153,520.0
2132,780.0
1817,580.0
1772,440.0
1783,620.0
1671,360.0
1721,500.0
1717,200.0
1555,20.0
1802,480.0
1633,60.0
1962,500.0
1542,80.0
1767,440.0
1954,600.0
1855,340.0
1555,0.0
1744,420.0
1601,100.0
2129,660.0
1857,260.0
1581,100.0
2069,560.0
1768,700.0
2002,520.0
1660,260.0
2126,620.0
1674,420.0
2039,640.0
1683,520.0
2061,880.0
1934,700.0
2025,140.0
1752,460.0
2029,600.0
2159,720.0
1948,980.0
2057,600.0
1555,0.0
1984,720.0
1700,160.0
1529,20.0
1645,40.0
1525,40.0
1983,480.0
2158,660.0
1986,800.0
1563,260.0
1630,320.0
1749,520.0
1962,580.0
1954,640.0
1634,60.0
1642,160.0
2023,480.0
1612,100.0
1941,720.0
1869,380.0
1591,380.0
1978,620.0
1581,100.0
1555,60.0
1527,0.0
1744,420.0
1623,160.0
1598,460.0
1829,540.0
1672,380.0
2044,820.0
1689,120.0
1692,380.0
1598,100.0
1555,0.0
1555,0.0
1514,0.0
1695,400.0
1695,220.0
1621,40.0
1587,100.0
1870,620.0
1618,20.0
1634,60.0
1568,180.0
1657,100.0
1581,100.0
2035,640.0
2079,560.0
1660,100.0
1870,660.0
1601,140.0
1715,280.0
2048,640.0
1700,20.0
1640,440.0
1486,180.0
1598,200.0
1709,220.0
2019,1040.0
1720,540.0
1721,280.0
1687,500.0
1640,20.0
1613,200.0
1857,600.0
1555,20.0
1555,0.0
1869,380.0
1612,120.0
1610,180.0
2092,920.0
1633,120.0
1814,500.0
1549,20.0
1661,300.0
1591,180.0
1659,240.0
1656,280.0
1644,140.0
1579,60.0
1800,540.0
1680,520.0
1532,60.0
1533,60.0
2102,620.0
1661,120.0
1555,0.0
2207,1020.0
1639,160.0
1704,40.0
1579,260.0
1727,340.0
1596,300.0
1680,80.0
1644,340.0
1731,320.0
1656,360.0
1680,300.0
1555,0.0
1567,260.0
1555,0.0
1700,20.0
1555,0.0
1515,0.0
1555,80.0
1708,100.0
1555,0.0
1469,20.0
1660,280.0
1658,120.0
1700,20.0
1830,140.0
1520,40.0
1633,60.0
1555,0.0
1769,320.0
1750,400.0
1717,260.0
1635,280.0
1555,0.0
1613,220.0
1582,40.0
1671,460.0
1604,60.0
1710,0.0
1721,40.0
1619,420.0
1599,140.0
1555,60.0
1568,180.0
1749,520.0
1700,20.0
1863,380.0
1605,220.0
1829,360.0
1672,160.0
1632,260.0
