makespan,score
2032,620.0
1819,660.0
2179,540.0
2015,700.0
2409,760.0
1832,520.0
2219,800.0
1944,560.0
2378,1140.0
2082,680.0
2406,880.0
2121,960.0
2092,660.0
1799,720.0
2070,880.0
1998,660.0
2255,1020.0
1759,520.0
1824,660.0
2155,820.0
2155,1040.0
2096,1000.0
2054,820.0
2120,900.0
1793,900.0
1826,660.0
2154,720.0
2110,860.0
2426,880.0
2062,660.0
1926,880.0
2129,560.0
2136,740.0
1995,740.0
2207,860.0
1877,560.0
2339,780.0
1765,640.0
1829,720.0
2002,740.0
2096,820.0
2294,1120.0
2196,680.0
2179,680.0
1822,660.0
2193,740.0
2401,1100.0
2641,1140.0
1887,940.0
2099,760.0
1962,520.0
1781,900.0
2290,1180.0
2059,720.0
2309,760.0
2479,1020.0
2152,880.0
2589,860.0
2110,800.0
2177,1040.0
2301,760.0
2365,820.0
2477,680.0
1976,1060.0
2076,800.0
2183,880.0
1829,800.0
2074,540.0
2002,1020.0
2282,600.0
2026,520.0
1983,800.0
2441,1000.0
2510,920.0
1946,640.0
2362,780.0
2195,820.0
2276,580.0
1973,580.0
1966,640.0
1838,860.0
2100,880.0
2302,580.0
2095,660.0
2227,900.0
2113,900.0
1864,700.0
2056,920.0
1890,740.0
1996,780.0
2354,1080.0
2184,980.0
1761,560.0
2207,780.0
2462,740.0
1814,420.0
1900,800.0
1866,740.0
2099,660.0
2175,800.0
2176,740.0
1874,900.0
2265,820.0
1786,560.0
1895,840.0
2196,680.0
1756,780.0
1905,920.0
1916,900.0
2096,1000.0
1901,700.0
2400,780.0
2405,480.0
2206,1020.0
2062,660.0
1829,720.0
2185,920.0
2297,700.0
1910,860.0
1875,780.0
2235,620.0
1874,1000.0
1814,420.0
1737,580.0
2222,700.0
1715,660.0
2340,840.0
1759,560.0
2207,680.0
1740,400.0
2342,1000.0
2462,1160.0
2123,780.0
1909,600.0
1994,560.0
2063,560.0
2344,980.0
1999,660.0
2150,720.0
2078,540.0
2157,780.0
2351,920.0
1799,660.0
2227,720.0
2374,880.0
1861,660.0
1945,1040.0
2126,720.0
2002,740.0
2365,820.0
2062,820.0
1858,740.0
1661,540.0
2191,560.0
2233,660.0
2308,780.0
2105,920.0
1771,500.0
1932,840.0
2046,400.0
2220,760.0
2290,580.0
2040,600.0
1707,700.0
1715,700.0
2065,780.0
2196,980.0
1944,480.0
2022,800.0
2471,880.0
2137,880.0
2469,1060.0
2302,580.0
1761,560.0
2147,780.0
2196,640.0
1626,660.0
2526,880.0
1944,660.0
2256,700.0
1835,500.0
1915,700.0
2262,780.0
1988,660.0
2076,520.0
1894,720.0
2452,620.0
2046,620.0
2265,820.0
2155,820.0
2131,820.0
2097,640.0
2139,620.0
2055,920.0
1759,540.0
1787,440.0
2165,760.0
2184,740.0
2040,600.0
2308,780.0
1672,600.0
1656,640.0
1973,580.0
2336,900.0
2170,700.0
1920,800.0
2215,640.0
1914,740.0
2329,780.0
2243,840.0
2111,820.0
2082,600.0
1809,680.0
1865,880.0
2110,700.0
2349,800.0
2556,920.0
2222,860.0
2282,680.0
1751,840.0
1626,440.0
1953,600.0
2015,480.0
2122,740.0
2193,480.0
1890,720.0
1974,560.0
1937,860.0
2103,480.0
2405,480.0
2173,780.0
1940,540.0
2013,440.0
2035,760.0
1913,1020.0
2341,620.0
2230,920.0
2138,860.0
2195,800.0
1905,660.0
1984,700.0
1787,440.0
1740,400.0
2196,640.0
1777,560.0
2261,620.0
2153,640.0
2136,680.0
1807,420.0
1904,680.0
2398,740.0
2344,780.0
2176,600.0
2130,840.0
2095,840.0
2096,640.0
1863,600.0
1760,440.0
2062,740.0
1733,580.0
2108,980.0
1919,700.0
2167,660.0
1812,440.0
1621,460.0
2150,720.0
2344,780.0
2144,620.0
1910,660.0
1973,680.0
2282,720.0
2146,980.0
2315,720.0
1958,820.0
2344,780.0
2097,720.0
2451,720.0
1652,420.0
1931,620.0
1786,620.0
1793,520.0
1973,580.0
2021,600.0
2272,580.0
1985,600.0
1836,600.0
1722,700.0
1952,380.0
1811,580.0
1835,560.0
1787,480.0
2124,720.0
2187,700.0
2130,580.0
2282,680.0
1981,560.0
1989,500.0
2235,780.0
2267,720.0
2063,420.0
2204,460.0
2105,580.0
1758,820.0
2160,620.0
1851,640.0
2155,1020.0
2398,740.0
1791,660.0
1934,520.0
2318,1180.0
1765,640.0
1740,400.0
2309,760.0
1775,540.0
1873,480.0
1985,800.0
1838,640.0
1849,720.0
1846,660.0
1682,360.0
1958,480.0
1945,520.0
1968,880.0
2086,540.0
1635,700.0
2014,700.0
2056,460.0
1973,840.0
2079,680.0
2056,820.0
2063,600.0
1738,480.0
1736,620.0
1934,400.0
1649,640.0
1801,660.0
1646,440.0
2024,900.0
2187,500.0
1878,540.0
2031,700.0
1803,720.0
2154,720.0
1872,400.0
1757,580.0
1859,640.0
2278,820.0
2115,480.0
1953,720.0
1947,680.0
2251,1040.0
1990,980.0
2063,760.0
1982,920.0
2350,740.0
1956,620.0
1809,580.0
1780,520.0
2145,680.0
1852,400.0
1762,680.0
2385,680.0
1921,460.0
1850,620.0
1787,480.0
1729,400.0
1657,540.0
2167,640.0
2080,740.0
2068,580.0
2345,880.0
1869,860.0
1962,420.0
2374,780.0
1710,500.0
2264,780.0
2200,620.0
1735,580.0
1740,400.0
1832,660.0
1971,560.0
2312,980.0
2384,740.0
1876,580.0
1929,360.0
1889,460.0
2194,900.0
1967,640.0
1738,480.0
2073,700.0
2150,720.0
2105,880.0
2264,740.0
2106,760.0
1911,420.0
1965,740.0
1860,800.0
1911,780.0
1850,660.0
1729,360.0
2080,740.0
1734,720.0
1844,760.0
2058,940.0
2228,840.0
1875,600.0
1740,400.0
1801,660.0
2014,440.0
1970,600.0
2398,740.0
1626,440.0
1910,640.0
1872,400.0
1759,460.0
1927,520.0
2458,660.0
1842,640.0
1817,600.0
2242,880.0
2095,820.0
1682,360.0
1991,580.0
2146,780.0
1651,600.0
1716,440.0
1940,680.0
2094,760.0
1640,460.0
2035,400.0
1792,380.0
1707,700.0
1953,540.0
2210,880.0
2021,540.0
2205,500.0
1719,660.0
2031,1000.0
1760,440.0
2075,720.0
2264,700.0
1835,400.0
1842,580.0
1794,560.0
2026,640.0
2015,480.0
1899,560.0
1982,480.0
2001,560.0
1840,440.0
1928,680.0
1826,740.0
1944,780.0
1785,480.0
2270,1080.0
2309,760.0
1887,600.0
1989,500.0
1964,800.0
2018,600.0
1972,680.0
1890,680.0
2302,780.0
2000,500.0
1968,400.0
1826,740.0
1940,380.0
2093,520.0
1765,700.0
1989,500.0
1873,440.0
1919,460.0
2142,460.0
1971,640.0
2068,740.0
1960,580.0
1930,540.0
1938,600.0
2281,760.0
1824,620.0
2131,780.0
1995,700.0
1689,640.0
2086,560.0
1771,660.0
2334,560.0
1740,400.0
1740,340.0
2356,780.0
2125,460.0
2119,620.0
1998,520.0
1738,480.0
2242,880.0
2145,600.0
1920,620.0
2078,580.0
2210,700.0
2057,720.0
2389,840.0
2001,600.0
2066,500.0
1801,680.0
2104,640.0
2095,740.0
2353,800.0
2191,580.0
1890,420.0
1754,720.0
2049,760.0
1968,360.0
1694,420.0
1800,520.0
2006,380.0
1626,440.0
2236,540.0
1740,580.0
2230,900.0
1553,500.0
1948,720.0
1725,520.0
